Social Media,Favorite song,Party,Calories,Coffees
122.91,Other,Know_Nothings,549.03,6.09
122.57,Camila_Cabello-Havana,Know_It_Alls,229.82,16.85
118.44,ACDC-ThunderStruck,Know_Nothings,437.68,8.92
127.25,Drake-Gods_Plan,Know_Nothings,556.43,6.07
127.18,Rage_Against_The_Machine-Testify,Know_Nothings,261.5,13.32
118.37,Camila_Cabello-Havana,Know_It_Alls,444.01,11.32
118.71,Ed_Sheeran-Perfect,Federalists,531.06,4.07
117.65,Other,Know_Nothings,339.41,11.37
119.9,Camila_Cabello-Havana,Know_It_Alls,442.59,11.52
121.68,Other,Federalists,543.24,3.79
116.45,ACDC-ThunderStruck,Know_Nothings,325.08,11.89
116.91,Ed_Sheeran-Perfect,Federalists,344.18,8.72
117.57,Rage_Against_The_Machine-Testify,Know_It_Alls,384.55,12.87
119.42,Mozart-Die_Zauberflote,Know_It_Alls,432.04,11.62
118.69,ACDC-ThunderStruck,Federalists,265.61,10.72
119.25,ACDC-ThunderStruck,Know_Nothings,597.99,4.85
122.81,ACDC-ThunderStruck,Know_It_Alls,325.12,14.41
117.48,Drake-Gods_Plan,Know_Nothings,315.27,12.17
122.32,Camila_Cabello-Havana,Know_It_Alls,350.45,13.73
122.69,Rage_Against_The_Machine-Testify,Know_Somethings,344.64,16.44
118.33,Drake-Gods_Plan,Know_Nothings,459.65,8.43
124.9,Rage_Against_The_Machine-Testify,Know_Somethings,431.65,14.32
122.39,Camila_Cabello-Havana,Know_It_Alls,380.64,12.94
117.98,ACDC-ThunderStruck,Federalists,379.09,7.84
123.78,Ed_Sheeran-Perfect,Federalists,492.12,4.96
122.15,Drake-Gods_Plan,Know_Nothings,462.28,8.38
118.31,Other,Know_Nothings,501.39,7.37
118.75,Rage_Against_The_Machine-Testify,Know_Somethings,402.47,15.01
117.83,Other,Know_Nothings,308.09,12.17
120.1,Drake-Gods_Plan,Know_Nothings,291.19,12.71
117.85,Camila_Cabello-Havana,Know_It_Alls,319.45,14.68
120.06,Rage_Against_The_Machine-Testify,Know_Somethings,434.87,14.14
118.61,Camila_Cabello-Havana,Know_It_Alls,375.35,13.02
115.74,Ed_Sheeran-Perfect,Know_Nothings,502.78,7.22
115.04,Ed_Sheeran-Perfect,Know_Somethings,360.09,15.91
117.28,Drake-Gods_Plan,Know_Nothings,248.6,13.77
120.97,Camila_Cabello-Havana,Know_Nothings,393.49,10.15
122.06,Rage_Against_The_Machine-Testify,Federalists,369.31,8.18
115.27,ACDC-ThunderStruck,Federalists,286.83,10.29
116.14,Mozart-Die_Zauberflote,Know_It_Alls,370.31,13.21
116.48,Rage_Against_The_Machine-Testify,Know_Somethings,538.02,11.51
117.35,Rage_Against_The_Machine-Testify,Know_Somethings,451.98,13.68
116.29,Drake-Gods_Plan,Know_Nothings,144.45,16.45
116.82,Drake-Gods_Plan,Know_Nothings,458.45,8.51
115.6,Rage_Against_The_Machine-Testify,Know_Somethings,385.72,15.36
118.05,ACDC-ThunderStruck,Federalists,363,8.21
121.01,Camila_Cabello-Havana,Know_Nothings,435.22,9.07
119.79,Camila_Cabello-Havana,Know_It_Alls,349.05,13.69
117.32,ACDC-ThunderStruck,Federalists,590.49,2.45
115.78,ACDC-ThunderStruck,Federalists,402.89,7.51
124.46,Ed_Sheeran-Perfect,Federalists,263.59,10.82
126.75,Ed_Sheeran-Perfect,Federalists,404.09,7.26
122.2,Rage_Against_The_Machine-Testify,Know_Somethings,548.57,11.26
117.81,Drake-Gods_Plan,Know_Nothings,606.69,4.66
121.2,Ed_Sheeran-Perfect,Federalists,467.1,5.68
117.09,Drake-Gods_Plan,Know_Nothings,343.54,11.32
124.65,Other,Know_Nothings,366.54,10.68
116.97,Mozart-Die_Zauberflote,Know_It_Alls,467.66,10.74
116.83,Drake-Gods_Plan,Know_Nothings,369.84,10.71
122.36,Ed_Sheeran-Perfect,Know_Somethings,429.37,14.32
117.09,ACDC-ThunderStruck,Federalists,451.47,6.01
117.15,Other,Know_Nothings,258.61,13.55
120.28,Other,Know_Nothings,461.79,8.39
120.92,Ed_Sheeran-Perfect,Federalists,414.81,7.03
122.98,Drake-Gods_Plan,Know_Nothings,484.73,7.67
123.48,Ed_Sheeran-Perfect,Federalists,380.01,7.82
119.46,ACDC-ThunderStruck,Know_It_Alls,357.11,13.4
119.91,Camila_Cabello-Havana,Know_It_Alls,488.15,10.19
114.19,Rage_Against_The_Machine-Testify,Know_Somethings,226.72,19.41
120.45,Other,Federalists,489.24,5.06
115.88,Ed_Sheeran-Perfect,Know_Nothings,312.97,12.07
121.16,Camila_Cabello-Havana,Know_Nothings,373.83,10.52
116.59,Ed_Sheeran-Perfect,Federalists,270.28,10.71
121.35,ACDC-ThunderStruck,Federalists,343.93,8.86
118.67,ACDC-ThunderStruck,Federalists,379.07,7.99
121.85,Mozart-Die_Zauberflote,Federalists,471.81,5.51
116.11,Drake-Gods_Plan,Know_Nothings,362.23,10.94
125.35,Other,Know_Nothings,440.48,8.97
117.83,Other,Know_Nothings,259.46,13.52
119.8,Rage_Against_The_Machine-Testify,Know_Somethings,383.38,15.52
123.04,Rage_Against_The_Machine-Testify,Know_Somethings,328.13,16.84
123.49,Ed_Sheeran-Perfect,Know_It_Alls,333.96,14.1
116.33,ACDC-ThunderStruck,Federalists,341.96,8.86
125.77,Drake-Gods_Plan,Know_Nothings,408.35,9.59
115.85,Mozart-Die_Zauberflote,Know_It_Alls,464.46,10.88
117.48,Mozart-Die_Zauberflote,Know_Nothings,155.63,16.06
119.86,Other,Know_Nothings,251.37,13.83
121.23,Ed_Sheeran-Perfect,Federalists,331.1,9.03
118.87,Drake-Gods_Plan,Federalists,421.6,6.85
117.34,Camila_Cabello-Havana,Know_It_Alls,266.1,15.91
119.25,Camila_Cabello-Havana,Know_It_Alls,279.94,15.47
116.34,Camila_Cabello-Havana,Know_It_Alls,198.14,17.63
119.84,Other,Know_Nothings,462.07,8.35
121.3,Rage_Against_The_Machine-Testify,Know_Somethings,509.85,12.17
116.51,Camila_Cabello-Havana,Know_It_Alls,444.83,11.44
120.57,ACDC-ThunderStruck,Know_It_Alls,422.68,11.7
116.69,Mozart-Die_Zauberflote,Know_Nothings,495.51,7.51
118.85,Camila_Cabello-Havana,Know_It_Alls,578.24,8
119.92,Camila_Cabello-Havana,Know_It_Alls,389.64,12.73
119.76,Ed_Sheeran-Perfect,Know_Nothings,445.23,8.86
118.46,Camila_Cabello-Havana,Know_It_Alls,304.09,14.9
119.85,Ed_Sheeran-Perfect,Know_Somethings,510.19,12.18
124.1,Drake-Gods_Plan,Federalists,462.13,5.84
119.08,Mozart-Die_Zauberflote,Know_It_Alls,479.63,10.36
123.25,Camila_Cabello-Havana,Know_It_Alls,314.37,14.64
124.05,Other,Know_Nothings,219.24,14.52
116.11,Camila_Cabello-Havana,Federalists,529.78,4.23
121.51,Drake-Gods_Plan,Know_Nothings,365.58,10.75
116.17,ACDC-ThunderStruck,Federalists,513.53,4.43
116.67,Rage_Against_The_Machine-Testify,Know_Somethings,278.39,18.14
119.26,Other,Know_It_Alls,358.79,13.53
124.03,ACDC-ThunderStruck,Federalists,516.67,4.51
122.56,Drake-Gods_Plan,Know_Nothings,390.95,10.23
123.38,Other,Know_Nothings,482.24,7.86
120.77,ACDC-ThunderStruck,Federalists,264.27,10.88
115.43,Other,Know_Somethings,307.24,17.5
118.63,Camila_Cabello-Havana,Know_Somethings,401.58,15.13
119.67,Ed_Sheeran-Perfect,Know_Somethings,376.41,15.55
119.06,Ed_Sheeran-Perfect,Federalists,303.9,9.85
116.73,Other,Know_Nothings,450.7,8.53
119,Camila_Cabello-Havana,Know_It_Alls,353.04,13.99
125.23,ACDC-ThunderStruck,Federalists,435.81,6.41
119.65,Drake-Gods_Plan,Know_Nothings,396.9,10.01
118.95,Other,Know_Nothings,237.38,14.11
121.82,Ed_Sheeran-Perfect,Federalists,323.58,9.34
119.27,Mozart-Die_Zauberflote,Know_Nothings,446.97,8.71
119.61,Rage_Against_The_Machine-Testify,Know_Nothings,416.18,9.59
116.98,Ed_Sheeran-Perfect,Federalists,466.82,5.73
126.64,Drake-Gods_Plan,Know_Nothings,404.55,9.76
117.9,Drake-Gods_Plan,Know_Nothings,599.55,4.93
123.29,Ed_Sheeran-Perfect,Federalists,381.5,7.88
122.59,Ed_Sheeran-Perfect,Federalists,297.57,10.02
122.89,Drake-Gods_Plan,Federalists,285.6,10.22
116.47,ACDC-ThunderStruck,Federalists,322.18,9.37
119.71,ACDC-ThunderStruck,Federalists,497.44,4.88
115.29,ACDC-ThunderStruck,Federalists,336.27,8.97
121.66,Drake-Gods_Plan,Know_Nothings,487.08,7.79
122.77,Mozart-Die_Zauberflote,Know_It_Alls,351.86,13.57
116.36,Drake-Gods_Plan,Know_Nothings,424.66,9.41
115.12,Camila_Cabello-Havana,Know_It_Alls,317.44,14.54
118.66,Ed_Sheeran-Perfect,Federalists,374.65,8.24
123.53,Other,Know_Nothings,221.28,14.42
116.5,Ed_Sheeran-Perfect,Federalists,474.8,5.51
118.52,Mozart-Die_Zauberflote,Know_It_Alls,369.18,13.44
120.53,Drake-Gods_Plan,Know_Nothings,390.89,10.15
122.73,Other,Know_It_Alls,503.12,9.91
124.85,Camila_Cabello-Havana,Federalists,370.27,8.04
123.38,Ed_Sheeran-Perfect,Know_Nothings,305.1,12.46
123.74,Mozart-Die_Zauberflote,Know_It_Alls,332.33,14.29
118.5,Camila_Cabello-Havana,Know_It_Alls,182.01,17.89
118.48,ACDC-ThunderStruck,Know_Nothings,373.11,10.69
118.63,Other,Know_Somethings,226.12,19.41
122.57,Camila_Cabello-Havana,Know_It_Alls,172.94,18.19
124.94,Drake-Gods_Plan,Know_Nothings,310.38,12.26
125.73,Other,Know_Nothings,367.61,10.62
117.8,Mozart-Die_Zauberflote,Know_It_Alls,380.71,13.04
121.16,Rage_Against_The_Machine-Testify,Know_Somethings,515.21,12.1
122.49,Other,Know_Nothings,354.36,11.12
118.03,Rage_Against_The_Machine-Testify,Know_Somethings,306.49,17.27
118.94,Drake-Gods_Plan,Know_Nothings,510.16,7.12
117.37,Ed_Sheeran-Perfect,Federalists,350.99,8.59
117.96,ACDC-ThunderStruck,Federalists,262.69,10.77
121.24,Drake-Gods_Plan,Know_Nothings,482.01,7.8
119.42,Ed_Sheeran-Perfect,Federalists,374.71,8.01
116.35,Rage_Against_The_Machine-Testify,Know_Somethings,368.42,15.79
115.09,ACDC-ThunderStruck,Know_Nothings,534.75,6.43
119.35,Rage_Against_The_Machine-Testify,Know_Somethings,520.89,11.89
119.94,ACDC-ThunderStruck,Federalists,449.44,6.1
119.41,Mozart-Die_Zauberflote,Know_Nothings,507.97,7.21
124.46,Rage_Against_The_Machine-Testify,Know_Somethings,353,16.2
119.26,Camila_Cabello-Havana,Know_It_Alls,430.74,11.66
124.01,Ed_Sheeran-Perfect,Federalists,405.12,7.24
126.45,Ed_Sheeran-Perfect,Federalists,417.21,7.03
120.52,ACDC-ThunderStruck,Federalists,385.8,7.79
116.46,Ed_Sheeran-Perfect,Federalists,207.64,12.29
120.42,ACDC-ThunderStruck,Federalists,268.62,10.69
115.69,ACDC-ThunderStruck,Federalists,350.87,8.72
115.06,Drake-Gods_Plan,Know_Nothings,596.78,5.05
123.14,Camila_Cabello-Havana,Know_It_Alls,365.1,13.46
115.75,Mozart-Die_Zauberflote,Know_It_Alls,477.56,10.45
119.46,ACDC-ThunderStruck,Federalists,325.31,9.31
114.52,Rage_Against_The_Machine-Testify,Know_Somethings,259.45,18.44
118.3,Rage_Against_The_Machine-Testify,Know_Somethings,562.86,10.94
117.94,Mozart-Die_Zauberflote,Know_It_Alls,380.95,12.92
116.38,Other,Know_Nothings,420.83,9.48
120.69,Drake-Gods_Plan,Know_Nothings,436.99,8.96
121.37,Ed_Sheeran-Perfect,Know_Nothings,441.84,8.93
116.97,ACDC-ThunderStruck,Federalists,447.79,6.05
123.12,ACDC-ThunderStruck,Federalists,253.63,11.14
115.49,ACDC-ThunderStruck,Federalists,441.54,6.29
121.78,Mozart-Die_Zauberflote,Know_It_Alls,545.91,8.82
118.75,Ed_Sheeran-Perfect,Know_Somethings,379.94,15.51
118.52,Camila_Cabello-Havana,Know_It_Alls,568.33,8.15
119.28,Rage_Against_The_Machine-Testify,Know_Somethings,375.05,15.71
120.01,Other,Know_Nothings,336.49,11.54
122.14,Camila_Cabello-Havana,Know_It_Alls,417.59,12.07
119.56,Ed_Sheeran-Perfect,Federalists,291.79,10.24
118.62,ACDC-ThunderStruck,Know_Nothings,441.08,8.93
117.55,Drake-Gods_Plan,Know_Nothings,443.24,8.79
115.73,ACDC-ThunderStruck,Know_Nothings,246.36,13.95
117.53,Mozart-Die_Zauberflote,Federalists,369.14,8.15
117.9,ACDC-ThunderStruck,Federalists,315.58,9.55
123.07,Ed_Sheeran-Perfect,Know_Nothings,393.53,10.05
118.71,ACDC-ThunderStruck,Federalists,411.15,7.01
118.92,Other,Know_Nothings,350.91,11.24
126.2,Drake-Gods_Plan,Know_It_Alls,572.45,8.14
123.13,Other,Know_Nothings,412.62,9.63
125.55,Camila_Cabello-Havana,Know_It_Alls,357.37,13.54
121.23,Camila_Cabello-Havana,Federalists,334.81,9.02
120.62,Ed_Sheeran-Perfect,Federalists,474.19,5.5
116.67,Ed_Sheeran-Perfect,Federalists,219.32,11.92
117.67,ACDC-ThunderStruck,Federalists,524.09,4.13
123.17,Rage_Against_The_Machine-Testify,Know_Somethings,367.58,15.8
119.14,Camila_Cabello-Havana,Know_Nothings,448.37,8.72
119.03,Other,Know_Nothings,332.16,11.69
121.19,Rage_Against_The_Machine-Testify,Know_Somethings,332.25,16.69
118.98,Camila_Cabello-Havana,Know_It_Alls,492.58,10.13
123.57,Rage_Against_The_Machine-Testify,Know_Somethings,273.5,18.23
116.83,ACDC-ThunderStruck,Federalists,492.76,5
119.3,Ed_Sheeran-Perfect,Federalists,559.75,3.39
115.49,Drake-Gods_Plan,Know_Nothings,544.77,6.2
118.31,Drake-Gods_Plan,Know_Nothings,288.78,12.71
116.29,Drake-Gods_Plan,Know_Nothings,405.31,9.83
126.66,Mozart-Die_Zauberflote,Know_It_Alls,251.06,16.3
117.69,Rage_Against_The_Machine-Testify,Know_It_Alls,337.63,14.13
121.39,Camila_Cabello-Havana,Federalists,417.16,6.98
116.25,Camila_Cabello-Havana,Know_Nothings,443.49,8.91
114.53,Drake-Gods_Plan,Federalists,320.93,9.3
118.4,Drake-Gods_Plan,Know_Nothings,524.89,6.78
117.91,ACDC-ThunderStruck,Federalists,323.63,9.22
120.39,Rage_Against_The_Machine-Testify,Know_Somethings,565.72,10.69
129.73,Ed_Sheeran-Perfect,Federalists,304.6,9.93
116.52,Rage_Against_The_Machine-Testify,Know_Somethings,487.91,12.71
117.35,Drake-Gods_Plan,Know_Nothings,521.01,6.97
128.59,Other,Know_Somethings,381.83,15.44
115.97,Drake-Gods_Plan,Know_Nothings,280.99,12.98
121,Ed_Sheeran-Perfect,Know_It_Alls,483.39,10.37
118.05,Camila_Cabello-Havana,Know_Somethings,568.07,10.72
116.28,Mozart-Die_Zauberflote,Know_It_Alls,401.98,12.48
121.31,Ed_Sheeran-Perfect,Federalists,412.52,7.03
117.8,Camila_Cabello-Havana,Federalists,263.17,10.74
116.59,ACDC-ThunderStruck,Know_It_Alls,335.59,14.03
125.95,Drake-Gods_Plan,Know_Nothings,372.68,10.62
122.38,Other,Federalists,434.36,6.61
122.03,Camila_Cabello-Havana,Know_It_Alls,279.66,15.6
123,Drake-Gods_Plan,Know_Nothings,317.49,11.94
115.95,Camila_Cabello-Havana,Know_It_Alls,375.85,12.95
126.99,Rage_Against_The_Machine-Testify,Know_Somethings,279.55,18.06
118.14,Ed_Sheeran-Perfect,Federalists,373.32,8.14
123.06,Other,Know_Nothings,382.29,10.34
118.57,Drake-Gods_Plan,Federalists,428.56,6.68
117.29,Ed_Sheeran-Perfect,Know_Nothings,347.5,11.31
123.34,Mozart-Die_Zauberflote,Know_It_Alls,436.71,11.27
115.72,Ed_Sheeran-Perfect,Know_Nothings,382.73,10.25
113.84,Mozart-Die_Zauberflote,Know_It_Alls,463.91,10.81
119.48,Rage_Against_The_Machine-Testify,Know_Somethings,319.12,17.17
124.87,ACDC-ThunderStruck,Federalists,456.8,5.87
124.17,Ed_Sheeran-Perfect,Federalists,285.72,10.17
115.75,Camila_Cabello-Havana,Know_It_Alls,501.96,9.9
115.54,Mozart-Die_Zauberflote,Know_Nothings,332.71,11.58
128.92,Camila_Cabello-Havana,Know_It_Alls,538.92,8.83
116.82,Drake-Gods_Plan,Know_Nothings,403.9,9.68
120.73,Ed_Sheeran-Perfect,Federalists,264.04,10.89
118.53,Ed_Sheeran-Perfect,Federalists,421.8,6.67
119.79,Ed_Sheeran-Perfect,Federalists,354.9,8.47
122.98,Ed_Sheeran-Perfect,Federalists,347.58,8.76
117.04,Rage_Against_The_Machine-Testify,Know_Somethings,381.71,15.49
116.01,Drake-Gods_Plan,Know_Nothings,215.89,14.64
115.31,ACDC-ThunderStruck,Know_It_Alls,344.06,13.87
117.59,ACDC-ThunderStruck,Federalists,383.53,7.83
124.37,Rage_Against_The_Machine-Testify,Know_Somethings,663.61,8.35
118.83,Rage_Against_The_Machine-Testify,Know_Somethings,499.73,12.41
123.96,Other,Know_Nothings,232.41,14.15
116.92,Ed_Sheeran-Perfect,Federalists,431.07,6.62
118.73,Rage_Against_The_Machine-Testify,Federalists,381.33,7.84
120.76,Other,Federalists,284.72,10.38
116.84,Camila_Cabello-Havana,Know_It_Alls,447.59,11.2
121.99,Rage_Against_The_Machine-Testify,Know_Somethings,604.72,9.74
118.93,Rage_Against_The_Machine-Testify,Know_Somethings,252.74,18.74
116.21,Rage_Against_The_Machine-Testify,Know_Somethings,360.25,16.01
120.87,Ed_Sheeran-Perfect,Know_Somethings,341.39,16.44
118.57,Ed_Sheeran-Perfect,Federalists,425.76,6.65
116.45,ACDC-ThunderStruck,Federalists,410.76,7.09
122.62,ACDC-ThunderStruck,Federalists,488.71,5.06
128.45,Ed_Sheeran-Perfect,Federalists,492.25,5.01
118.59,ACDC-ThunderStruck,Federalists,378.87,7.94
116.27,Drake-Gods_Plan,Know_Nothings,458.57,8.58
120.9,Ed_Sheeran-Perfect,Federalists,400.36,7.35
120.41,Rage_Against_The_Machine-Testify,Know_Somethings,434.02,14.07
119.98,Drake-Gods_Plan,Know_Nothings,511.04,7.14
130.85,Ed_Sheeran-Perfect,Federalists,417.35,6.91
117.26,Other,Know_Nothings,357.85,11.07
114.72,Camila_Cabello-Havana,Know_It_Alls,275.31,15.62
122.47,Drake-Gods_Plan,Know_Nothings,432.98,9.05
119.91,Ed_Sheeran-Perfect,Federalists,500.32,4.89
120.52,ACDC-ThunderStruck,Know_Nothings,584.09,5.2
115.06,Other,Know_Nothings,352.12,11.19
117.96,Ed_Sheeran-Perfect,Federalists,221.96,11.93
118.6,Drake-Gods_Plan,Know_Nothings,467.46,8.17
122.51,Ed_Sheeran-Perfect,Federalists,300.88,9.97
117.68,Ed_Sheeran-Perfect,Federalists,570.74,3.06
120.39,Other,Know_Nothings,375.61,10.62
119.53,Ed_Sheeran-Perfect,Federalists,335.5,9.04
117.61,Mozart-Die_Zauberflote,Know_Nothings,374.83,10.45
118.86,Ed_Sheeran-Perfect,Federalists,580.36,2.82
121.64,Drake-Gods_Plan,Know_Nothings,395.84,10.04
118.37,Other,Know_Nothings,304.9,12.26
120.53,Mozart-Die_Zauberflote,Know_Nothings,531.45,6.67
125.59,Ed_Sheeran-Perfect,Federalists,327.39,9.19
114.84,Drake-Gods_Plan,Know_Nothings,263.62,13.41
114.83,Camila_Cabello-Havana,Know_It_Alls,435.82,11.64
119.05,Camila_Cabello-Havana,Know_Nothings,238.87,13.96
124.42,ACDC-ThunderStruck,Federalists,439.8,6.38
119.1,ACDC-ThunderStruck,Federalists,298.51,9.99
119.09,ACDC-ThunderStruck,Federalists,371.93,8.13
116.93,Rage_Against_The_Machine-Testify,Federalists,320.76,9.37
123.51,Other,Federalists,446.06,6.17
122.06,Mozart-Die_Zauberflote,Know_It_Alls,454.29,11.14
123.37,Mozart-Die_Zauberflote,Know_It_Alls,400.87,12.49
117.67,Ed_Sheeran-Perfect,Federalists,242.66,11.31
119.25,Drake-Gods_Plan,Know_Nothings,410.64,9.55
122.44,Rage_Against_The_Machine-Testify,Know_Somethings,397.15,15.05
123.37,Rage_Against_The_Machine-Testify,Know_Somethings,361.97,15.98
116.18,Camila_Cabello-Havana,Know_Nothings,442.42,8.78
116.01,Camila_Cabello-Havana,Know_It_Alls,274.22,15.7
119.72,Other,Know_Nothings,393.34,10
124.49,Ed_Sheeran-Perfect,Federalists,282.07,10.52
118.16,Camila_Cabello-Havana,Federalists,538.3,3.86
118.11,Rage_Against_The_Machine-Testify,Know_Somethings,339,16.59
115.34,Camila_Cabello-Havana,Federalists,512.27,4.54
123.08,Rage_Against_The_Machine-Testify,Know_Nothings,356.46,11.03
122.33,Rage_Against_The_Machine-Testify,Know_Somethings,458.26,13.44
114.27,ACDC-ThunderStruck,Federalists,474.31,5.46
114.45,Other,Know_Nothings,532.13,6.58
125.88,Other,Know_Nothings,530.73,6.71
118.11,ACDC-ThunderStruck,Federalists,457.43,5.85
117.37,Other,Know_Nothings,344.27,11.37
117.4,ACDC-ThunderStruck,Know_Nothings,442.91,8.9
131.3,ACDC-ThunderStruck,Know_Somethings,462.88,13.42
122.73,Mozart-Die_Zauberflote,Know_It_Alls,431.88,11.68
120.12,Ed_Sheeran-Perfect,Federalists,455.13,6
124.11,Camila_Cabello-Havana,Know_It_Alls,541.71,8.92
119.98,Drake-Gods_Plan,Know_Nothings,385.8,10.41
119.29,Rage_Against_The_Machine-Testify,Know_Somethings,273.17,18.24
122.1,Camila_Cabello-Havana,Know_Nothings,490.77,7.7
125.16,Ed_Sheeran-Perfect,Federalists,449.91,6.29
118.35,Mozart-Die_Zauberflote,Know_It_Alls,398.43,12.45
121.76,ACDC-ThunderStruck,Federalists,480.03,5.45
116.04,Rage_Against_The_Machine-Testify,Know_Somethings,250.4,18.62
121.47,Ed_Sheeran-Perfect,Know_Nothings,256.56,13.34
122.96,Rage_Against_The_Machine-Testify,Know_Somethings,233.5,19.24
123.51,Other,Know_Nothings,508.81,7.17
121.04,ACDC-ThunderStruck,Federalists,439.74,6.26
121.19,Rage_Against_The_Machine-Testify,Know_Nothings,295.12,12.48
124.29,Mozart-Die_Zauberflote,Know_Somethings,446.98,13.82
121.76,Drake-Gods_Plan,Know_Nothings,448.84,8.72
117,Drake-Gods_Plan,Know_Nothings,463.76,8.15
127.72,Drake-Gods_Plan,Know_Nothings,415.99,9.45
115.68,Camila_Cabello-Havana,Know_Nothings,608.65,4.6
123.86,Other,Federalists,517.38,4.44
118.72,Drake-Gods_Plan,Know_Nothings,323.06,11.95
117.64,Camila_Cabello-Havana,Federalists,227.4,11.79
118.88,Camila_Cabello-Havana,Know_It_Alls,496.38,10.08
125.06,Camila_Cabello-Havana,Know_It_Alls,359.85,13.31
117.73,Ed_Sheeran-Perfect,Federalists,327.57,9.28
119.94,Drake-Gods_Plan,Know_Nothings,412.31,9.53
124.59,Camila_Cabello-Havana,Federalists,399.34,7.49
116.8,Drake-Gods_Plan,Know_Nothings,329.4,11.67
119.56,Ed_Sheeran-Perfect,Federalists,576.49,2.64
124.82,Camila_Cabello-Havana,Know_It_Alls,499.71,9.9
118.84,Ed_Sheeran-Perfect,Know_Nothings,430.8,9.01
115.11,ACDC-ThunderStruck,Federalists,344.14,8.81
116.79,Rage_Against_The_Machine-Testify,Know_Somethings,581.44,10.46
120.91,Camila_Cabello-Havana,Know_Nothings,554.36,5.82
116.48,Ed_Sheeran-Perfect,Know_Nothings,247.91,13.78
119.69,Ed_Sheeran-Perfect,Federalists,263.29,10.83
120.97,Drake-Gods_Plan,Know_Nothings,335.35,11.41
123.54,Mozart-Die_Zauberflote,Know_It_Alls,397.57,12.48
118.35,Ed_Sheeran-Perfect,Federalists,394.08,7.45
115.77,Mozart-Die_Zauberflote,Federalists,347.8,8.75
116.95,Drake-Gods_Plan,Know_Nothings,269.1,13.37
123.7,Ed_Sheeran-Perfect,Federalists,544.57,3.75
124.49,Mozart-Die_Zauberflote,Know_Somethings,485.53,12.82
124.43,ACDC-ThunderStruck,Federalists,461.98,5.81
116.85,Rage_Against_The_Machine-Testify,Know_Somethings,355.69,16.2
116.76,Mozart-Die_Zauberflote,Know_Somethings,391.6,15.24
118.44,Mozart-Die_Zauberflote,Know_Nothings,209.45,14.8
123.23,Camila_Cabello-Havana,Know_It_Alls,436.92,11.53
117.22,Other,Know_Nothings,415.07,9.65
120.23,Ed_Sheeran-Perfect,Federalists,245.38,11.31
115.82,Drake-Gods_Plan,Know_Nothings,241.86,13.97
122.6,Other,Federalists,466.51,5.65
117.9,Camila_Cabello-Havana,Know_It_Alls,342.09,13.99
120.79,Other,Federalists,507.59,4.74
116.04,Rage_Against_The_Machine-Testify,Know_Somethings,356.85,15.96
116.52,ACDC-ThunderStruck,Know_Nothings,304.24,12.33
123.33,Camila_Cabello-Havana,Know_It_Alls,298.31,14.94
123.47,Camila_Cabello-Havana,Know_It_Alls,422.44,11.83
119.81,Other,Know_Nothings,346.32,11.43
117.46,Drake-Gods_Plan,Federalists,341.91,8.86
114.76,Mozart-Die_Zauberflote,Know_Nothings,307.46,12.21
121.83,Camila_Cabello-Havana,Know_It_Alls,376.55,13.06
119.69,Ed_Sheeran-Perfect,Federalists,505.71,4.58
124.83,Ed_Sheeran-Perfect,Know_It_Alls,365.75,13.34
122.36,Drake-Gods_Plan,Federalists,255.01,10.86
119.72,Drake-Gods_Plan,Know_Nothings,388.02,10.18
115.65,Other,Know_Nothings,441.77,8.83
119.99,Camila_Cabello-Havana,Know_It_Alls,443.15,11.42
122.87,Ed_Sheeran-Perfect,Federalists,415.4,6.86
120.18,Camila_Cabello-Havana,Know_Somethings,247.12,18.82
119.63,Camila_Cabello-Havana,Know_It_Alls,461.13,10.85
121.33,Rage_Against_The_Machine-Testify,Know_It_Alls,112.62,19.77
115.93,Drake-Gods_Plan,Know_Somethings,451.78,13.65
114.52,Camila_Cabello-Havana,Know_It_Alls,303.32,14.77
117.8,Rage_Against_The_Machine-Testify,Know_It_Alls,490.58,10.13
116.66,Camila_Cabello-Havana,Know_It_Alls,489.03,10.26
118.38,Ed_Sheeran-Perfect,Federalists,380.35,7.98
120.73,Mozart-Die_Zauberflote,Know_It_Alls,342.47,13.87
116.75,Rage_Against_The_Machine-Testify,Know_Somethings,375.38,15.56
119.39,Rage_Against_The_Machine-Testify,Know_Somethings,413.57,14.62
124.32,Other,Know_It_Alls,440.01,11.47
116.22,Drake-Gods_Plan,Know_Nothings,344.44,11.28
120.21,Rage_Against_The_Machine-Testify,Federalists,471.57,5.63
117.34,Other,Federalists,362.33,8.39
120.82,Ed_Sheeran-Perfect,Federalists,352.86,8.53
117.93,Mozart-Die_Zauberflote,Know_It_Alls,253.56,16.32
118.37,Camila_Cabello-Havana,Know_Nothings,487.68,7.71
119.32,Camila_Cabello-Havana,Know_It_Alls,439.37,11.55
119.65,Drake-Gods_Plan,Know_Nothings,353.2,10.86
119.74,Ed_Sheeran-Perfect,Federalists,247.96,11.13
118.17,Camila_Cabello-Havana,Know_Somethings,258.69,18.48
118.59,Rage_Against_The_Machine-Testify,Know_It_Alls,436.57,11.47
118.17,Camila_Cabello-Havana,Know_Nothings,346.91,11.2
120.03,Camila_Cabello-Havana,Know_It_Alls,393.48,12.9
119.87,Drake-Gods_Plan,Know_Nothings,332.68,11.64
122.87,Drake-Gods_Plan,Know_Nothings,125.63,16.85
120.57,Camila_Cabello-Havana,Know_It_Alls,425.94,11.86
