Social Media,Favorite song,Calories,Coffees,USERID
126.39,Ed_Sheeran-Perfect,308.19,9.75,101989
123.3,Drake-Gods_Plan,210.94,12.21,101990
122.18,Rage_Against_The_Machine-Testify,455.8,5.87,101991
125.2,ACDC-ThunderStruck,383.83,7.82,101992
118.73,Camila_Cabello-Havana,471.51,10.58,101993
121.41,Other,251.77,11.31,101994
122.65,Mozart-Die_Zauberflote,626.89,1.7,101995
119.34,ACDC-ThunderStruck,301.22,9.92,101996
114.75,Drake-Gods_Plan,198.04,15.11,101997
119.18,Camila_Cabello-Havana,432.72,11.61,101998
117.07,Drake-Gods_Plan,403.68,9.71,101999
118.38,Drake-Gods_Plan,325.51,11.82,102000
118.11,Drake-Gods_Plan,333.48,11.53,102001
121.57,Camila_Cabello-Havana,604.57,7.18,102002
118.58,Camila_Cabello-Havana,270.66,15.82,102003
122.18,Ed_Sheeran-Perfect,447.01,6.24,102004
124.33,Ed_Sheeran-Perfect,521.48,4.32,102005
124,ACDC-ThunderStruck,564.15,3.27,102006
118.35,Other,408.46,9.82,102007
122.36,Drake-Gods_Plan,376.68,7.87,102008
121.78,Ed_Sheeran-Perfect,264.57,10.82,102009
122.63,ACDC-ThunderStruck,651.5,1.01,102010
117.46,Drake-Gods_Plan,328.24,11.72,102011
114.38,ACDC-ThunderStruck,531.36,4.05,102012
118.93,Mozart-Die_Zauberflote,252.52,16.3,102013
127.16,Ed_Sheeran-Perfect,292.28,10.11,102014
119.32,Ed_Sheeran-Perfect,512.1,4.43,102015
117.98,Camila_Cabello-Havana,414.57,7.02,102016
118.97,Mozart-Die_Zauberflote,426.97,9.1,102017
117.35,Other,317.39,14.57,102018
116.66,Camila_Cabello-Havana,406.37,12.33,102019
119.99,Rage_Against_The_Machine-Testify,349.86,11.24,102020
125.4,ACDC-ThunderStruck,375.15,8,102021
119.86,Ed_Sheeran-Perfect,457.05,5.83,102022
121.47,Ed_Sheeran-Perfect,340.67,8.85,102023
123.69,Ed_Sheeran-Perfect,524.02,11.98,102024
119.22,Ed_Sheeran-Perfect,433.57,6.56,102025
121.05,Camila_Cabello-Havana,527.18,4.23,102026
125.95,Camila_Cabello-Havana,481.84,10.38,102027
120.89,Rage_Against_The_Machine-Testify,309.3,17.4,102028
119.34,ACDC-ThunderStruck,322.2,14.45,102029
116.51,Drake-Gods_Plan,489.65,7.61,102030
124.15,Camila_Cabello-Havana,425.36,11.79,102031
124.88,Rage_Against_The_Machine-Testify,414.96,14.81,102032
118.4,Ed_Sheeran-Perfect,467.54,5.56,102033
114.21,Drake-Gods_Plan,491.28,7.65,102034
114.8,ACDC-ThunderStruck,638.48,1.34,102035
120.05,Drake-Gods_Plan,393.3,7.66,102036
121.17,Other,307.35,12.23,102037
115.18,Rage_Against_The_Machine-Testify,361.49,15.94,102038
117.03,Other,448.29,11.23,102039
126,Drake-Gods_Plan,296.9,12.62,102040
122.04,Ed_Sheeran-Perfect,369.39,8.18,102041
119.1,Ed_Sheeran-Perfect,528.03,3.99,102042
115.11,Drake-Gods_Plan,506.19,4.66,102043
121.31,Mozart-Die_Zauberflote,430.67,9.17,102044
124.08,Rage_Against_The_Machine-Testify,476.43,13.08,102045
117.38,Mozart-Die_Zauberflote,264.9,15.86,102046
120.56,Ed_Sheeran-Perfect,467.6,5.79,102047
123.92,Rage_Against_The_Machine-Testify,530.75,11.67,102048
116.92,Ed_Sheeran-Perfect,428.82,6.71,102049
118.86,Ed_Sheeran-Perfect,448.14,8.68,102050
121.95,Ed_Sheeran-Perfect,377.59,8.05,102051
122.18,Drake-Gods_Plan,519.61,6.8,102052
121.11,Other,477.06,8.09,102053
124.63,Ed_Sheeran-Perfect,262.98,10.9,102054
119.86,Other,410.82,9.55,102055
120.71,Other,430.27,9.21,102056
119.75,Ed_Sheeran-Perfect,415.17,6.96,102057
115.75,Ed_Sheeran-Perfect,386.61,7.66,102058
136.42,Camila_Cabello-Havana,510.04,4.63,102059
117.31,Ed_Sheeran-Perfect,425.81,6.65,102060
123.86,Ed_Sheeran-Perfect,397.99,7.45,102061
121.22,Other,267.39,13.27,102062
123.99,Drake-Gods_Plan,370.18,10.59,102063
117.84,Drake-Gods_Plan,450.86,6.18,102064
116.07,Other,421.42,11.88,102065
117.26,Ed_Sheeran-Perfect,566.07,3.19,102066
116.69,Drake-Gods_Plan,366.08,10.83,102067
119.2,Rage_Against_The_Machine-Testify,408.63,14.8,102068
115.82,Rage_Against_The_Machine-Testify,527.02,11.88,102069
117.98,Ed_Sheeran-Perfect,309.55,9.54,102070
117.59,ACDC-ThunderStruck,393.1,7.56,102071
119.61,Ed_Sheeran-Perfect,577.99,5.35,102072
119.06,Rage_Against_The_Machine-Testify,291.17,17.78,102073
120.54,Ed_Sheeran-Perfect,187.72,12.69,102074
124.24,Ed_Sheeran-Perfect,472.7,5.44,102075
118.14,ACDC-ThunderStruck,587.07,2.51,102076
115.97,Camila_Cabello-Havana,348.9,13.69,102077
120.05,Rage_Against_The_Machine-Testify,345.67,8.76,102078
117.64,Camila_Cabello-Havana,352.19,13.54,102079
121.59,Mozart-Die_Zauberflote,294.97,15.05,102080
116.77,ACDC-ThunderStruck,456.74,5.98,102081
123.35,Other,497.5,7.49,102082
120.53,ACDC-ThunderStruck,462.36,5.77,102083
120.04,ACDC-ThunderStruck,296.24,10.08,102084
117.96,Drake-Gods_Plan,368.24,10.79,102085
117.8,Drake-Gods_Plan,549.22,6.11,102086
119.76,Drake-Gods_Plan,533.71,3.83,102087
119.09,Drake-Gods_Plan,424.8,9.23,102088
120.15,Rage_Against_The_Machine-Testify,422.04,11.95,102089
127.66,Ed_Sheeran-Perfect,252.06,13.73,102090
128.81,Rage_Against_The_Machine-Testify,367.21,8.14,102091
115.16,Drake-Gods_Plan,574.24,5.53,102092
121.08,Camila_Cabello-Havana,373.37,13.06,102093
116.78,ACDC-ThunderStruck,451.36,6.23,102094
123.05,Camila_Cabello-Havana,521.36,9.45,102095
120.16,ACDC-ThunderStruck,234.96,11.51,102096
120.37,ACDC-ThunderStruck,249.19,13.82,102097
114.77,Drake-Gods_Plan,278.08,12.84,102098
126.86,ACDC-ThunderStruck,412.2,7.17,102099
116.67,ACDC-ThunderStruck,383.73,7.71,102100
116.15,Other,434.68,14.17,102101
123.7,Mozart-Die_Zauberflote,420.74,14.52,102102
118.34,Other,444.98,8.81,102103
124.87,ACDC-ThunderStruck,313.24,9.45,102104
126.36,ACDC-ThunderStruck,250.16,11.21,102105
126.63,Mozart-Die_Zauberflote,301.65,14.91,102106
127.2,Camila_Cabello-Havana,428.57,6.53,102107
117.32,Mozart-Die_Zauberflote,326.69,14.31,102108
123.22,Drake-Gods_Plan,420.92,9.43,102109
121.14,Drake-Gods_Plan,263.43,13.36,102110
126.96,ACDC-ThunderStruck,261.31,10.9,102111
119.05,Ed_Sheeran-Perfect,345.34,8.69,102112
117.83,Drake-Gods_Plan,481.64,8.01,102113
123.33,Ed_Sheeran-Perfect,364.35,8.26,102114
116.46,ACDC-ThunderStruck,403.56,7.21,102115
118.38,Drake-Gods_Plan,391.77,10.11,102116
116.65,Camila_Cabello-Havana,489.2,10.21,102117
121.73,Ed_Sheeran-Perfect,371.74,10.48,102118
116.24,Rage_Against_The_Machine-Testify,312.14,9.73,102119
116.82,Camila_Cabello-Havana,413.55,12.12,102120
115.06,Rage_Against_The_Machine-Testify,202.96,12.43,102121
122.48,Mozart-Die_Zauberflote,410.85,9.66,102122
120.01,Ed_Sheeran-Perfect,347.02,8.71,102123
120.03,Camila_Cabello-Havana,302.47,14.94,102124
122.68,Rage_Against_The_Machine-Testify,420.61,14.53,102125
121.19,Other,551.86,5.96,102126
115.06,Drake-Gods_Plan,380.32,8.03,102127
120.82,Drake-Gods_Plan,314.47,12.07,102128
119.31,Camila_Cabello-Havana,455.13,6,102129
120.36,ACDC-ThunderStruck,186.1,12.8,102130
120.03,Ed_Sheeran-Perfect,561.24,3.33,102131
122.03,Other,388.65,10.15,102132
120.97,Rage_Against_The_Machine-Testify,341.25,16.58,102133
118.04,Mozart-Die_Zauberflote,315.07,9.57,102134
120.94,Camila_Cabello-Havana,427.06,11.68,102135
118.29,ACDC-ThunderStruck,434.47,6.6,102136
120.36,Ed_Sheeran-Perfect,353.48,16.15,102137
117.35,Drake-Gods_Plan,379.11,10.44,102138
122.39,Other,352.74,16.16,102139
123.57,Mozart-Die_Zauberflote,367.62,13.32,102140
125.51,Drake-Gods_Plan,500.77,9.87,102141
121.57,ACDC-ThunderStruck,372.63,7.97,102142
124.08,Camila_Cabello-Havana,306.05,9.81,102143
120.07,Ed_Sheeran-Perfect,381.59,7.74,102144
122.04,Camila_Cabello-Havana,495.31,10.09,102145
119.16,Ed_Sheeran-Perfect,638.16,1.47,102146
117.98,Other,490.67,7.6,102147
115.24,Camila_Cabello-Havana,287,15.41,102148
118.57,Other,271.97,13.2,102149
116.54,Drake-Gods_Plan,456.81,8.47,102150
119.51,Other,254.6,11.17,102151
117.86,Drake-Gods_Plan,346.21,8.77,102152
120.69,Other,438.05,6.52,102153
120.02,Drake-Gods_Plan,317.21,17.16,102154
119.54,Camila_Cabello-Havana,339.11,13.94,102155
126.33,Rage_Against_The_Machine-Testify,244.63,18.94,102156
122.16,Drake-Gods_Plan,374.67,10.4,102157
119.24,Drake-Gods_Plan,500.51,7.41,102158
120.77,Camila_Cabello-Havana,414.98,12.11,102159
119.19,Drake-Gods_Plan,391.63,10.02,102160
115.53,Ed_Sheeran-Perfect,408.27,7.14,102161
120.48,Drake-Gods_Plan,452.68,8.43,102162
120.72,Drake-Gods_Plan,402.74,9.81,102163
117.6,ACDC-ThunderStruck,342.12,11.34,102164
119.37,Drake-Gods_Plan,211.92,14.82,102165
116.09,Camila_Cabello-Havana,343.57,14,102166
123.16,ACDC-ThunderStruck,275.52,15.57,102167
122,Ed_Sheeran-Perfect,463.23,5.68,102168
117.78,Other,339.65,8.95,102169
122.14,ACDC-ThunderStruck,465.73,5.76,102170
121.31,Rage_Against_The_Machine-Testify,513.33,12.07,102171
117.65,Rage_Against_The_Machine-Testify,225.92,19.52,102172
117.38,ACDC-ThunderStruck,520.41,4.28,102173
120.47,Drake-Gods_Plan,531.44,6.69,102174
120.38,Drake-Gods_Plan,388.1,10.27,102175
120.72,Drake-Gods_Plan,564.17,5.64,102176
120.06,Drake-Gods_Plan,297.41,15.13,102177
119.18,Other,322.68,14.43,102178
117.16,Drake-Gods_Plan,417.93,9.52,102179
117.93,Rage_Against_The_Machine-Testify,444.07,8.65,102180
120.62,Other,244.66,16.53,102181
121.23,Rage_Against_The_Machine-Testify,453.28,11.1,102182
125.92,ACDC-ThunderStruck,256.68,11.17,102183
122.93,Drake-Gods_Plan,359.23,10.86,102184
117.91,Ed_Sheeran-Perfect,493.6,5.03,102185
116.62,Drake-Gods_Plan,402.23,9.88,102186
118.46,Other,377.11,10.52,102187
130.93,Camila_Cabello-Havana,458.83,5.88,102188
121.1,Ed_Sheeran-Perfect,419.24,6.83,102189
115.63,Rage_Against_The_Machine-Testify,442.68,8.96,102190
116.15,Camila_Cabello-Havana,555.15,8.46,102191
115.74,ACDC-ThunderStruck,520.88,9.41,102192
120.2,Other,349.44,8.75,102193
117.78,Other,382.55,7.78,102194
120.69,Camila_Cabello-Havana,300.1,15,102195
115.11,Camila_Cabello-Havana,166.05,15.98,102196
118.2,Other,333.51,11.71,102197
120.49,Camila_Cabello-Havana,284.79,15.31,102198
118.28,Drake-Gods_Plan,351.65,11.05,102199
123.93,ACDC-ThunderStruck,507.98,9.76,102200
123.2,Rage_Against_The_Machine-Testify,346.12,11.12,102201
113.93,Rage_Against_The_Machine-Testify,308.84,17.22,102202
118.45,ACDC-ThunderStruck,389.29,7.76,102203
128.52,ACDC-ThunderStruck,516.56,4.6,102204
125.98,Ed_Sheeran-Perfect,357.7,8.54,102205
122.59,Drake-Gods_Plan,395.62,9.88,102206
116.52,Camila_Cabello-Havana,402.46,12.46,102207
118.79,Ed_Sheeran-Perfect,252.35,11.09,102208
121.69,Other,388.07,10.22,102209
119.75,Mozart-Die_Zauberflote,542.35,8.87,102210
116.27,Mozart-Die_Zauberflote,330.93,14.22,102211
120.06,Rage_Against_The_Machine-Testify,491.9,12.62,102212
119.57,Ed_Sheeran-Perfect,452.86,6.03,102213
120.79,Rage_Against_The_Machine-Testify,315.76,17.12,102214
122.22,Camila_Cabello-Havana,386.4,12.83,102215
118.15,Camila_Cabello-Havana,371.92,13.01,102216
117.85,Drake-Gods_Plan,538.62,3.7,102217
122.41,Ed_Sheeran-Perfect,595.42,2.49,102218
119,Drake-Gods_Plan,318.24,12.04,102219
125.6,Camila_Cabello-Havana,107.95,14.84,102220
117.02,Rage_Against_The_Machine-Testify,231.64,19.34,102221
122.14,Rage_Against_The_Machine-Testify,390.75,10.27,102222
119.18,Mozart-Die_Zauberflote,275.88,10.52,102223
121.96,Mozart-Die_Zauberflote,397.4,15.17,102224
124.48,Ed_Sheeran-Perfect,457.44,5.95,102225
118.27,Rage_Against_The_Machine-Testify,457.06,8.5,102226
118.45,ACDC-ThunderStruck,485.14,5.21,102227
120.6,Ed_Sheeran-Perfect,309.01,9.8,102228
119.52,Camila_Cabello-Havana,369.62,13.25,102229
119.78,Rage_Against_The_Machine-Testify,520.13,11.84,102230
120.19,Mozart-Die_Zauberflote,352.27,13.7,102231
131.26,Mozart-Die_Zauberflote,308.6,14.82,102232
123.12,Camila_Cabello-Havana,228.47,14.21,102233
117.79,Rage_Against_The_Machine-Testify,274.52,18.31,102234
116.13,Rage_Against_The_Machine-Testify,632.44,9.07,102235
123.11,ACDC-ThunderStruck,389.38,7.64,102236
121.35,Camila_Cabello-Havana,444.63,11.25,102237
120.75,Camila_Cabello-Havana,322.17,11.89,102238
118.77,Ed_Sheeran-Perfect,419.39,6.86,102239
124.9,ACDC-ThunderStruck,346.42,8.78,102240
120.25,Ed_Sheeran-Perfect,110.7,14.76,102241
128.2,Camila_Cabello-Havana,244.06,16.37,102242
122.75,Drake-Gods_Plan,388.65,10.29,102243
128.13,Drake-Gods_Plan,406.61,9.69,102244
117.08,Drake-Gods_Plan,463.72,13.32,102245
121.2,Drake-Gods_Plan,497.71,7.41,102246
119.3,Other,371.38,10.62,102247
119.56,Camila_Cabello-Havana,481.27,10.37,102248
122.73,Ed_Sheeran-Perfect,307.02,9.65,102249
122.63,ACDC-ThunderStruck,453.66,11.14,102250
114.8,Other,440.07,11.46,102251
117.78,Ed_Sheeran-Perfect,331.25,9.23,102252
121.23,Rage_Against_The_Machine-Testify,450.3,11.24,102253
123.45,Camila_Cabello-Havana,409.46,12.27,102254
119.24,Drake-Gods_Plan,348.98,11.26,102255
126.69,Other,286.12,10.31,102256
121.61,Mozart-Die_Zauberflote,423.26,9.5,102257
119.32,Drake-Gods_Plan,272.12,13.23,102258
121.63,Other,328.72,16.8,102259
115.85,Other,208.21,14.69,102260
123.15,Camila_Cabello-Havana,239.99,16.49,102261
119.48,Ed_Sheeran-Perfect,233.47,11.53,102262
121.01,ACDC-ThunderStruck,337.48,8.9,102263
116.79,Ed_Sheeran-Perfect,308.72,9.72,102264
121.56,Mozart-Die_Zauberflote,477.12,10.56,102265
123.94,Camila_Cabello-Havana,435.75,11.45,102266
119.26,ACDC-ThunderStruck,332.88,14.25,102267
119.53,Ed_Sheeran-Perfect,407.06,7.38,102268
119.01,ACDC-ThunderStruck,506.75,4.7,102269
118.79,Drake-Gods_Plan,417.69,9.53,102270
121.73,ACDC-ThunderStruck,364.95,8.19,102271
116.64,Ed_Sheeran-Perfect,538.85,3.8,102272
121.93,ACDC-ThunderStruck,229.79,11.8,102273
118.11,Mozart-Die_Zauberflote,209.11,12.32,102274
117.38,ACDC-ThunderStruck,495.94,7.53,102275
115.76,Camila_Cabello-Havana,472.39,10.65,102276
121.1,Ed_Sheeran-Perfect,313.77,12.2,102277
118.68,Mozart-Die_Zauberflote,460.09,5.79,102278
119.75,ACDC-ThunderStruck,466.73,8.23,102279
118.98,Ed_Sheeran-Perfect,206.06,14.99,102280
116.64,Other,277.56,13.2,102281
124.56,Drake-Gods_Plan,426.34,9.26,102282
119.26,ACDC-ThunderStruck,468.74,5.57,102283
119.65,Rage_Against_The_Machine-Testify,371.82,8.25,102284
121.87,Ed_Sheeran-Perfect,541,3.79,102285
127.99,Ed_Sheeran-Perfect,447,6.27,102286
123.75,Rage_Against_The_Machine-Testify,293.31,17.65,102287
120.92,Drake-Gods_Plan,522.07,9.33,102288
118.6,Other,199.99,15.02,102289
115.8,Camila_Cabello-Havana,315.6,14.61,102290
118.75,Drake-Gods_Plan,371.36,8.06,102291
122.31,Mozart-Die_Zauberflote,642.32,6.23,102292
117,ACDC-ThunderStruck,500.73,4.8,102293
124.23,ACDC-ThunderStruck,266.4,18.53,102294
119.91,Rage_Against_The_Machine-Testify,226.54,19.49,102295
125.26,Drake-Gods_Plan,342.98,11.39,102296
119.12,Other,273.69,10.59,102297
118.89,Drake-Gods_Plan,500.82,7.38,102298
116.59,Drake-Gods_Plan,513.3,7.01,102299
116.59,Ed_Sheeran-Perfect,340.7,16.58,102300
120.36,Rage_Against_The_Machine-Testify,469.41,13.26,102301
117.57,Other,412.58,12.13,102302
121.68,Other,361.54,8.24,102303
113.89,Mozart-Die_Zauberflote,448.22,8.5,102304
117.14,Other,562.44,5.78,102305
116.34,Camila_Cabello-Havana,556.52,11.09,102306
120,Camila_Cabello-Havana,363.46,13.37,102307
122.8,Rage_Against_The_Machine-Testify,336.35,14.13,102308
119.31,Rage_Against_The_Machine-Testify,409.8,9.65,102309
118.12,Drake-Gods_Plan,506.61,7.19,102310
119.32,Camila_Cabello-Havana,484.84,10.35,102311
116.4,Other,569.11,5.69,102312
115.66,Other,391.61,15.16,102313
126.36,Mozart-Die_Zauberflote,601.59,7.34,102314
119.34,Mozart-Die_Zauberflote,518.32,9.49,102315
127.62,Ed_Sheeran-Perfect,310.56,9.57,102316
121.34,Mozart-Die_Zauberflote,271.57,15.73,102317
121.01,Rage_Against_The_Machine-Testify,415.98,14.39,102318
119.74,Mozart-Die_Zauberflote,241.05,16.6,102319
120.98,Ed_Sheeran-Perfect,416.63,6.89,102320
118.31,Camila_Cabello-Havana,272.81,15.76,102321
120.33,Other,376.53,13.11,102322
119.17,Mozart-Die_Zauberflote,312.11,14.82,102323
117.74,Drake-Gods_Plan,416.87,9.48,102324
126.44,Mozart-Die_Zauberflote,253.58,11.09,102325
116.89,Camila_Cabello-Havana,360.29,13.55,102326
118.11,Camila_Cabello-Havana,351.4,13.73,102327
122.04,Ed_Sheeran-Perfect,213.17,12.13,102328
118.46,Drake-Gods_Plan,458.54,8.41,102329
125,Other,268.33,13.37,102330
126.95,Camila_Cabello-Havana,400.13,12.4,102331
119.96,Other,316.19,9.49,102332
118.93,Other,338.12,11.59,102333
125.53,Mozart-Die_Zauberflote,428.28,11.82,102334
124.45,Camila_Cabello-Havana,295.16,14.99,102335
119.29,Drake-Gods_Plan,412.17,9.58,102336
124.12,ACDC-ThunderStruck,409.91,7.12,102337
121.91,Drake-Gods_Plan,467.22,5.63,102338
116.58,Other,386.35,10.09,102339
121.68,Ed_Sheeran-Perfect,396.61,9.95,102340
124.97,Ed_Sheeran-Perfect,551.07,8.43,102341
120.78,ACDC-ThunderStruck,516,9.3,102342
117.56,Mozart-Die_Zauberflote,471.16,5.59,102343
120.02,Drake-Gods_Plan,376.77,10.53,102344
116.57,Camila_Cabello-Havana,321.33,9.34,102345
117.6,Other,437.35,14.01,102346
119.1,Rage_Against_The_Machine-Testify,506.58,4.68,102347
125.29,Rage_Against_The_Machine-Testify,295.69,12.55,102348
123.11,Rage_Against_The_Machine-Testify,261.12,15.93,102349
119.09,Rage_Against_The_Machine-Testify,282.38,10.34,102350
117.42,Ed_Sheeran-Perfect,389.74,15.32,102351
118.7,Camila_Cabello-Havana,349.08,13.88,102352
122.54,Drake-Gods_Plan,383.65,10.24,102353
121.08,Drake-Gods_Plan,369.13,10.75,102354
120.83,Ed_Sheeran-Perfect,374.86,7.95,102355
118.76,Drake-Gods_Plan,429.54,9.31,102356
123.5,Camila_Cabello-Havana,585.61,7.86,102357
116.57,Ed_Sheeran-Perfect,447.53,6.13,102358
116.11,Rage_Against_The_Machine-Testify,472.1,13.16,102359
120.72,Drake-Gods_Plan,496.33,4.9,102360
120.91,Drake-Gods_Plan,492.66,7.73,102361
123.15,Other,528.4,9.21,102362
116.72,Mozart-Die_Zauberflote,469.97,10.73,102363
125.7,Rage_Against_The_Machine-Testify,243.06,18.95,102364
121.92,Mozart-Die_Zauberflote,421.03,11.87,102365
118.26,Camila_Cabello-Havana,372.43,8.11,102366
116.93,Camila_Cabello-Havana,374.58,13.07,102367
120.54,Drake-Gods_Plan,410.06,9.71,102368
117.84,Ed_Sheeran-Perfect,313.5,12.08,102369
119.2,Camila_Cabello-Havana,446.26,11.25,102370
115.52,Camila_Cabello-Havana,157.75,18.67,102371
121.44,Mozart-Die_Zauberflote,459.84,10.97,102372
118.65,Mozart-Die_Zauberflote,380.84,10.46,102373
116.92,Rage_Against_The_Machine-Testify,415.83,14.47,102374
119.47,Camila_Cabello-Havana,342.14,13.95,102375
121.55,Other,193.76,15.26,102376
120.23,Camila_Cabello-Havana,407.78,12.34,102377
124.14,Drake-Gods_Plan,250.04,13.69,102378
119.35,Drake-Gods_Plan,493.5,7.58,102379
116.44,Mozart-Die_Zauberflote,460.9,10.87,102380
117.77,Camila_Cabello-Havana,335.29,14.12,102381
123.7,Other,433.68,9.13,102382
119.63,Drake-Gods_Plan,609.19,4.79,102383
117.95,Camila_Cabello-Havana,387.35,10.38,102384
119.63,Camila_Cabello-Havana,337.59,13.92,102385
116.97,Drake-Gods_Plan,325.62,11.93,102386
120.26,Camila_Cabello-Havana,275.86,15.69,102387
119.55,Drake-Gods_Plan,522.72,6.63,102388
116.63,Mozart-Die_Zauberflote,100.74,17.55,102389
118.61,Rage_Against_The_Machine-Testify,368.83,15.82,102390
117.97,Mozart-Die_Zauberflote,429.85,6.6,102391
116.65,Camila_Cabello-Havana,461.34,10.93,102392
116.86,Other,493.2,7.44,102393
124.58,Camila_Cabello-Havana,425.8,11.66,102394
115.83,ACDC-ThunderStruck,421.9,6.87,102395
118.97,Other,248.15,11.21,102396
120.38,ACDC-ThunderStruck,629.06,4.04,102397
121.08,Drake-Gods_Plan,263.02,13.4,102398
118,Camila_Cabello-Havana,320.52,14.5,102399
120.83,Rage_Against_The_Machine-Testify,235.95,14.19,102400
119.06,ACDC-ThunderStruck,303.48,9.76,102401
123.22,Camila_Cabello-Havana,224.96,11.91,102402
117.97,Drake-Gods_Plan,374.59,10.58,102403
119.26,Other,269.63,13.23,102404
120.3,Camila_Cabello-Havana,164.45,18.4,102405
117.86,Drake-Gods_Plan,469.66,5.59,102406
118.14,Other,324.62,11.82,102407
122.96,Drake-Gods_Plan,538.04,6.31,102408
120.1,Camila_Cabello-Havana,372.69,15.63,102409
120.92,ACDC-ThunderStruck,406.02,7.2,102410
119.12,Ed_Sheeran-Perfect,321.25,9.51,102411
120.99,Ed_Sheeran-Perfect,422.11,6.86,102412
117.42,ACDC-ThunderStruck,224.77,14.52,102413
117.06,ACDC-ThunderStruck,533.42,6.54,102414
117.2,ACDC-ThunderStruck,522.46,4.15,102415
117.15,Ed_Sheeran-Perfect,361.76,8.26,102416
116.28,Mozart-Die_Zauberflote,186.91,15.3,102417
123.97,Ed_Sheeran-Perfect,286.7,10.28,102418
119.04,ACDC-ThunderStruck,354.94,8.52,102419
124.48,Rage_Against_The_Machine-Testify,439.23,8.97,102420
117.91,Ed_Sheeran-Perfect,281.23,12.96,102421
121.77,Ed_Sheeran-Perfect,256.26,11.09,102422
121.09,Rage_Against_The_Machine-Testify,469.29,13.29,102423
122.43,Drake-Gods_Plan,133.04,21.82,102424
123.25,Rage_Against_The_Machine-Testify,307.26,17.43,102425
122.57,Ed_Sheeran-Perfect,369.82,10.75,102426
117.5,Camila_Cabello-Havana,392.94,12.75,102427
122.52,ACDC-ThunderStruck,376.86,7.99,102428
116.35,Rage_Against_The_Machine-Testify,228.34,16.9,102429
125.23,Camila_Cabello-Havana,412.46,12.16,102430
124.82,Ed_Sheeran-Perfect,159.08,13.47,102431
127.38,Rage_Against_The_Machine-Testify,490.72,7.6,102432
118.59,Mozart-Die_Zauberflote,425.41,9.25,102433
117.2,Drake-Gods_Plan,401.74,9.87,102434
121.43,ACDC-ThunderStruck,469.02,5.73,102435
118.9,Mozart-Die_Zauberflote,450.39,11.14,102436
121.03,Mozart-Die_Zauberflote,383.38,12.85,102437
115.68,Other,411.87,12.17,102438
125.92,Drake-Gods_Plan,444.56,6.17,102439
124.66,Ed_Sheeran-Perfect,431.27,6.53,102440
122.43,Camila_Cabello-Havana,487.42,10.29,102441
115.17,Drake-Gods_Plan,221.63,14.57,102442
118.56,Camila_Cabello-Havana,565.79,8.32,102443
114.84,Other,545.27,3.7,102444
116.04,Camila_Cabello-Havana,419.17,11.99,102445
119.9,Mozart-Die_Zauberflote,274.81,13.1,102446
116.38,Drake-Gods_Plan,478.61,7.81,102447
124.59,Other,450.36,8.5,102448
118.74,Drake-Gods_Plan,317.31,11.99,102449
121.09,Ed_Sheeran-Perfect,624.78,1.63,102450
118.53,Drake-Gods_Plan,392.95,10.13,102451
116.96,Drake-Gods_Plan,302.07,12.46,102452
117.39,Ed_Sheeran-Perfect,403.62,7.29,102453
125.79,Camila_Cabello-Havana,325.14,14.19,102454
115.91,Camila_Cabello-Havana,521.87,6.83,102455
120.58,Ed_Sheeran-Perfect,467.81,5.74,102456
118.29,Mozart-Die_Zauberflote,328.1,9.29,102457
122.4,ACDC-ThunderStruck,402.25,7.3,102458
119.73,Mozart-Die_Zauberflote,547.44,6.23,102459
119.39,ACDC-ThunderStruck,248.69,11.21,102460
119.72,Rage_Against_The_Machine-Testify,377.16,7.97,102461
118.84,ACDC-ThunderStruck,437.19,14.24,102462
115.48,Rage_Against_The_Machine-Testify,616.98,6.97,102463
121.44,Mozart-Die_Zauberflote,309.19,14.84,102464
122.5,Drake-Gods_Plan,306.58,12.22,102465
117.82,Ed_Sheeran-Perfect,484.66,5.23,102466
118.27,ACDC-ThunderStruck,363.28,10.75,102467
116.76,Ed_Sheeran-Perfect,335.48,9,102468
114.79,ACDC-ThunderStruck,413.14,7.14,102469
123.1,Drake-Gods_Plan,380.97,10.39,102470
121.1,Camila_Cabello-Havana,338.14,13.93,102471
119.13,Ed_Sheeran-Perfect,287.03,10.07,102472
120.52,Ed_Sheeran-Perfect,319.45,9.44,102473
116.38,Rage_Against_The_Machine-Testify,341.16,16.43,102474
120.43,Drake-Gods_Plan,436.57,8.95,102475
115.09,Camila_Cabello-Havana,399.01,12.58,102476
116.35,Camila_Cabello-Havana,382.22,12.94,102477
120.13,Ed_Sheeran-Perfect,511.48,4.46,102478
122.3,Rage_Against_The_Machine-Testify,342.01,16.47,102479
121.59,Camila_Cabello-Havana,369.96,13.21,102480
115.37,Drake-Gods_Plan,426.09,9.13,102481
120.81,Ed_Sheeran-Perfect,440.59,6.34,102482
118.11,Rage_Against_The_Machine-Testify,440.09,14,102483
124.65,ACDC-ThunderStruck,419.08,9.59,102484
120.41,Rage_Against_The_Machine-Testify,320.72,17.11,102485
114.75,Ed_Sheeran-Perfect,222.51,11.92,102486
119.14,Drake-Gods_Plan,331.6,11.72,102487
119.57,Ed_Sheeran-Perfect,548.72,3.62,102488
115.64,Other,397.93,9.91,102489
116.81,Mozart-Die_Zauberflote,287.36,10.27,102490
118.17,Drake-Gods_Plan,383.26,10.27,102491
115.59,Rage_Against_The_Machine-Testify,288.69,15.4,102492
121.68,Ed_Sheeran-Perfect,519.11,4.36,102493
117.7,ACDC-ThunderStruck,369.84,7.99,102494
